Title,description,Annotator,Category,Sentiment
Republicans pounce on Bidens garbage remarks,"The White House clarified the presidents comments, noting that his remarks were directed at a joke made by a comedian who disparaged Puerto Rico.",Allenna,Personality/Character,Negative
Elon Musk Denies Working Illegally In US At Start Of Career-After Biden Blasts Musk,The Washington Post reported Elon Musk illegally worked in the U.S. at the start of his career-which Musk is now denying.,Allenna,Personality/Character,Neutral
Facebooks reaction to Hunter Biden laptop story shows FBI uses disinformation as a weapon,Facebook employee chat logs revealed an interim report by the House Judiciary Committees subcommittee on the weaponization of government.,Allenna,Personality/Character,Neutral
ALFREDO ORTIZ: Worst Jobs Report Since Pandemic Shatters Kamalas Rosy Spin On Biden-Harris Economy,"As the saying goes, The best predictor of future performance is past success. If this is true, the choice facing voters this election is obvious.",Allenna,Domestic Affairs & Policy,Negative
Gae: Poor Americans hurt most by Bidenflation,"All Americans are facing rising prices under the Biden-Harris administration, despite its claim that its fighting to lower costs, but the burden of soaring costs falls disproportionately on low-income families",Allenna,Domestic Affairs & Policy,Negative
Biden Authorizes Ukraine to Use U.S.-Supplied Long-Range Missiles Against Russia,The decision to let Kyiv use the Army Tactical Missile System for attacks deeper inside Russia comes as Putin deploys North Korean reinforcements and recently launched a massive drone and missile attack targeting Ukraines energy infrastructure.,Allenna,Foreign Policy & Relations,Neutral
These 17 factors could soon make you eligible for student loan forgiveness,The Biden Administration has outlined two pathways for student loan borrowers facing financial hardship to get debt relief.,Allenna,Domestic Affairs & Policy,Positive
"To hit deep inside Russia, Ukraine has built its own drones","President Biden has now given Ukraine permission to use U.S. ballistic missiles inside Russia. While it was waiting, Ukraine built its own drones that can strike far across the border.",Allenna,Foreign Policy & Relations,Neutral
J.D. FOSTER: Biden-Harris Policies Left American Workers In The Lurch,"More than half of Americans polled believe the American economy is in recession, which partly explains why former President Donald Trumps closing line that Harris broke it. Trump will fix it, works so well. Whether its jobs for Americans, the southern bor",Allenna,Domestic Affairs & Policy,Negative
Forced assimilation and abuse: How US boarding schools devastated Native American tribes,"President Biden is expected to issue an historic apology Friday for the 150-year government effort to break up Native American culture, language and identity by forcing children into abusive boarding schools",Allenna,Domestic Affairs & Policy,Positive
Biden Follows Up Garbage Comment By Expressing Urge To Smack Male Republicans,"At his final campaign stop for Vice President Kamala Harris on Saturday, Biden told Pennsylvania voters hed like to hit macho guys.",Allenna,Personality/Character,Negative
Why Biden apologized to Native Americans,President Biden issued an apology to all Native Americans while speaking in Arizona about the forced federal Indian boarding schools where tens of thousands of Indigenous children were taken and abused for 150 years. CBS News Willie James Inman reports.,Allenna,Domestic Affairs & Policy,Positive
Media Propagandists Orchestrate Disinformation Op To Whitewash Bidens Garbage Smear,Democrats and their media allies are in damage control mode after Joe Biden referred to supporters of Donald Trump as garbage.,Allenna,Personality/Character,Negative
Dems Targeted Trump Official For Past Alcoholism Then Cried Foul On Biden Addiction Stories,Democrats tried to exploit the alcoholic past of a Trump official in the same election they cried foul over critiques of Hunter Bidens crack addiction.,Allenna,Personality/Character,Negative
"Chinas Xi pressed Biden to alter language on Taiwan, sources say","WASHINGTON/BEIJING/TAIPEI - Chinese President Xi Jinping asked U.S. President Joe Biden last year to change the language the United States uses when discussing its position on Taiwanese independence, according to two U.S. officials familiar with the private c",Allenna,Foreign Policy & Relations,Negative
